Sample in Buffer,Sample in Window,TRIGGER,npu_irq,npu_irq_latched,npu_array_clk_en,cpu_halted,debug_resetn,ram_write_beats[31:0],ram_read_beats[31:0],cycle_counter[31:0],dma_active_cycles[31:0],dma_data_cycles[31:0],dma_read_beats[31:0],dma_write_beats[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
872,872,0,1,1,0,0,1,00000015,000000e2,00000358,0000001c,00000018,00000008,00000010
873,873,0,1,1,0,0,1,00000015,000000e2,00000359,0000001c,00000018,00000008,00000010
874,874,0,1,1,0,0,1,00000015,000000e2,0000035a,0000001c,00000018,00000008,00000010
875,875,0,1,1,0,0,1,00000015,000000e3,0000035b,0000001c,00000018,00000008,00000010
876,876,0,1,1,0,0,1,00000015,000000e3,0000035c,0000001c,00000018,00000008,00000010
877,877,0,1,1,0,0,1,00000015,000000e3,0000035d,0000001c,00000018,00000008,00000010
878,878,0,1,1,0,0,1,00000015,000000e4,0000035e,0000001c,00000018,00000008,00000010
879,879,0,1,1,0,0,1,00000015,000000e4,0000035f,0000001c,00000018,00000008,00000010
880,880,0,1,1,0,0,1,00000015,000000e4,00000360,0000001c,00000018,00000008,00000010
881,881,0,1,1,0,0,1,00000015,000000e4,00000361,0000001c,00000018,00000008,00000010
882,882,0,1,1,0,0,1,00000015,000000e5,00000362,0000001c,00000018,00000008,00000010
883,883,0,1,1,0,0,1,00000015,000000e5,00000363,0000001c,00000018,00000008,00000010
884,884,0,1,1,0,0,1,00000015,000000e5,00000364,0000001c,00000018,00000008,00000010
885,885,0,1,1,0,0,1,00000015,000000e6,00000365,0000001c,00000018,00000008,00000010
886,886,0,1,1,0,0,1,00000015,000000e6,00000366,0000001c,00000018,00000008,00000010
887,887,0,1,1,0,0,1,00000015,000000e6,00000367,0000001c,00000018,00000008,00000010
888,888,0,1,1,0,0,1,00000015,000000e6,00000368,0000001c,00000018,00000008,00000010
889,889,0,1,1,0,0,1,00000015,000000e7,00000369,0000001c,00000018,00000008,00000010
890,890,0,1,1,0,0,1,00000015,000000e7,0000036a,0000001c,00000018,00000008,00000010
891,891,0,1,1,0,0,1,00000015,000000e7,0000036b,0000001c,00000018,00000008,00000010
892,892,0,1,1,0,0,1,00000015,000000e8,0000036c,0000001c,00000018,00000008,00000010
893,893,0,1,1,0,0,1,00000015,000000e8,0000036d,0000001c,00000018,00000008,00000010
894,894,0,1,1,0,0,1,00000015,000000e8,0000036e,0000001c,00000018,00000008,00000010
895,895,0,1,1,0,0,1,00000015,000000e8,0000036f,0000001c,00000018,00000008,00000010
896,896,0,1,1,0,0,1,00000015,000000e9,00000370,0000001c,00000018,00000008,00000010
897,897,0,1,1,0,0,1,00000015,000000e9,00000371,0000001c,00000018,00000008,00000010
898,898,0,1,1,0,0,1,00000015,000000e9,00000372,0000001c,00000018,00000008,00000010
899,899,0,1,1,0,0,1,00000015,000000ea,00000373,0000001c,00000018,00000008,00000010
900,900,0,1,1,0,0,1,00000015,000000ea,00000374,0000001c,00000018,00000008,00000010
901,901,0,1,1,0,0,1,00000015,000000ea,00000375,0000001c,00000018,00000008,00000010
902,902,0,1,1,0,0,1,00000015,000000ea,00000376,0000001c,00000018,00000008,00000010
903,903,0,1,1,0,0,1,00000015,000000eb,00000377,0000001c,00000018,00000008,00000010
904,904,0,1,1,0,0,1,00000015,000000eb,00000378,0000001c,00000018,00000008,00000010
905,905,0,1,1,0,0,1,00000015,000000eb,00000379,0000001c,00000018,00000008,00000010
906,906,0,1,1,0,0,1,00000015,000000ec,0000037a,0000001c,00000018,00000008,00000010
907,907,0,1,1,0,0,1,00000015,000000ec,0000037b,0000001c,00000018,00000008,00000010
908,908,0,1,1,0,0,1,00000015,000000ec,0000037c,0000001c,00000018,00000008,00000010
909,909,0,1,1,0,0,1,00000015,000000ec,0000037d,0000001c,00000018,00000008,00000010
910,910,0,1,1,0,0,1,00000015,000000ed,0000037e,0000001c,00000018,00000008,00000010
911,911,0,1,1,0,0,1,00000015,000000ed,0000037f,0000001c,00000018,00000008,00000010
912,912,0,1,1,0,0,1,00000015,000000ed,00000380,0000001c,00000018,00000008,00000010
913,913,0,1,1,0,0,1,00000015,000000ee,00000381,0000001c,00000018,00000008,00000010
914,914,0,1,1,0,0,1,00000015,000000ee,00000382,0000001c,00000018,00000008,00000010
915,915,0,1,1,0,0,1,00000015,000000ee,00000383,0000001c,00000018,00000008,00000010
916,916,0,1,1,0,0,1,00000015,000000ee,00000384,0000001c,00000018,00000008,00000010
917,917,0,1,1,0,0,1,00000015,000000ef,00000385,0000001c,00000018,00000008,00000010
918,918,0,1,1,0,0,1,00000015,000000ef,00000386,0000001c,00000018,00000008,00000010
919,919,0,1,1,0,0,1,00000015,000000ef,00000387,0000001c,00000018,00000008,00000010
920,920,0,1,1,0,0,1,00000015,000000f0,00000388,0000001c,00000018,00000008,00000010
921,921,0,1,1,0,0,1,00000015,000000f0,00000389,0000001c,00000018,00000008,00000010
922,922,0,1,1,0,0,1,00000015,000000f0,0000038a,0000001c,00000018,00000008,00000010
923,923,0,1,1,0,0,1,00000015,000000f0,0000038b,0000001c,00000018,00000008,00000010
924,924,0,1,1,0,0,1,00000015,000000f1,0000038c,0000001c,00000018,00000008,00000010
925,925,0,1,1,0,0,1,00000015,000000f1,0000038d,0000001c,00000018,00000008,00000010
926,926,0,1,1,0,0,1,00000015,000000f1,0000038e,0000001c,00000018,00000008,00000010
927,927,0,1,1,0,0,1,00000015,000000f2,0000038f,0000001c,00000018,00000008,00000010
928,928,0,1,1,0,0,1,00000015,000000f2,00000390,0000001c,00000018,00000008,00000010
929,929,0,1,1,0,0,1,00000015,000000f2,00000391,0000001c,00000018,00000008,00000010
930,930,0,1,1,0,0,1,00000015,000000f2,00000392,0000001c,00000018,00000008,00000010
931,931,0,1,1,0,0,1,00000015,000000f3,00000393,0000001c,00000018,00000008,00000010
932,932,0,1,1,0,0,1,00000015,000000f3,00000394,0000001c,00000018,00000008,00000010
933,933,0,1,1,0,0,1,00000015,000000f3,00000395,0000001c,00000018,00000008,00000010
934,934,0,1,1,0,0,1,00000015,000000f4,00000396,0000001c,00000018,00000008,00000010
935,935,0,1,1,0,0,1,00000015,000000f4,00000397,0000001c,00000018,00000008,00000010
936,936,0,1,1,0,0,1,00000015,000000f4,00000398,0000001c,00000018,00000008,00000010
937,937,0,1,1,0,0,1,00000015,000000f4,00000399,0000001c,00000018,00000008,00000010
938,938,0,1,1,0,0,1,00000015,000000f5,0000039a,0000001c,00000018,00000008,00000010
939,939,0,1,1,0,0,1,00000015,000000f5,0000039b,0000001c,00000018,00000008,00000010
940,940,0,1,1,0,0,1,00000015,000000f5,0000039c,0000001c,00000018,00000008,00000010
941,941,0,1,1,0,0,1,00000015,000000f6,0000039d,0000001c,00000018,00000008,00000010
942,942,0,1,1,0,0,1,00000015,000000f6,0000039e,0000001c,00000018,00000008,00000010
943,943,0,1,1,0,0,1,00000015,000000f6,0000039f,0000001c,00000018,00000008,00000010
944,944,0,1,1,0,0,1,00000015,000000f6,000003a0,0000001c,00000018,00000008,00000010
945,945,0,1,1,0,0,1,00000015,000000f7,000003a1,0000001c,00000018,00000008,00000010
946,946,0,1,1,0,0,1,00000015,000000f7,000003a2,0000001c,00000018,00000008,00000010
947,947,0,1,1,0,0,1,00000015,000000f7,000003a3,0000001c,00000018,00000008,00000010
948,948,0,1,1,0,0,1,00000015,000000f8,000003a4,0000001c,00000018,00000008,00000010
949,949,0,1,1,0,0,1,00000015,000000f8,000003a5,0000001c,00000018,00000008,00000010
950,950,0,1,1,0,0,1,00000015,000000f8,000003a6,0000001c,00000018,00000008,00000010
951,951,0,1,1,0,0,1,00000015,000000f8,000003a7,0000001c,00000018,00000008,00000010
952,952,0,1,1,0,0,1,00000015,000000f9,000003a8,0000001c,00000018,00000008,00000010
953,953,0,1,1,0,0,1,00000015,000000f9,000003a9,0000001c,00000018,00000008,00000010
954,954,0,1,1,0,0,1,00000015,000000f9,000003aa,0000001c,00000018,00000008,00000010
955,955,0,1,1,0,0,1,00000015,000000fa,000003ab,0000001c,00000018,00000008,00000010
956,956,0,1,1,0,0,1,00000015,000000fa,000003ac,0000001c,00000018,00000008,00000010
957,957,0,1,1,0,0,1,00000015,000000fa,000003ad,0000001c,00000018,00000008,00000010
958,958,0,1,1,0,0,1,00000015,000000fa,000003ae,0000001c,00000018,00000008,00000010
959,959,0,1,1,0,0,1,00000015,000000fb,000003af,0000001c,00000018,00000008,00000010
960,960,0,1,1,0,0,1,00000015,000000fb,000003b0,0000001c,00000018,00000008,00000010
961,961,0,1,1,0,0,1,00000015,000000fb,000003b1,0000001c,00000018,00000008,00000010
962,962,0,1,1,0,0,1,00000015,000000fc,000003b2,0000001c,00000018,00000008,00000010
963,963,0,1,1,0,0,1,00000015,000000fc,000003b3,0000001c,00000018,00000008,00000010
964,964,0,1,1,0,0,1,00000015,000000fc,000003b4,0000001c,00000018,00000008,00000010
965,965,0,1,1,0,0,1,00000015,000000fc,000003b5,0000001c,00000018,00000008,00000010
966,966,0,1,1,0,0,1,00000015,000000fd,000003b6,0000001c,00000018,00000008,00000010
967,967,0,1,1,0,0,1,00000015,000000fd,000003b7,0000001c,00000018,00000008,00000010
968,968,0,1,1,0,0,1,00000015,000000fd,000003b8,0000001c,00000018,00000008,00000010
969,969,0,1,1,0,0,1,00000015,000000fe,000003b9,0000001c,00000018,00000008,00000010
970,970,0,1,1,0,0,1,00000015,000000fe,000003ba,0000001c,00000018,00000008,00000010
971,971,0,1,1,0,0,1,00000015,000000fe,000003bb,0000001c,00000018,00000008,00000010
972,972,0,1,1,0,0,1,00000015,000000fe,000003bc,0000001c,00000018,00000008,00000010
973,973,0,1,1,0,0,1,00000015,000000ff,000003bd,0000001c,00000018,00000008,00000010
974,974,0,1,1,0,0,1,00000015,000000ff,000003be,0000001c,00000018,00000008,00000010
975,975,0,1,1,0,0,1,00000015,000000ff,000003bf,0000001c,00000018,00000008,00000010
976,976,0,1,1,0,0,1,00000015,00000100,000003c0,0000001c,00000018,00000008,00000010
977,977,0,1,1,0,0,1,00000015,00000100,000003c1,0000001c,00000018,00000008,00000010
978,978,0,1,1,0,0,1,00000015,00000100,000003c2,0000001c,00000018,00000008,00000010
979,979,0,1,1,0,0,1,00000015,00000100,000003c3,0000001c,00000018,00000008,00000010
980,980,0,1,1,0,0,1,00000015,00000101,000003c4,0000001c,00000018,00000008,00000010
981,981,0,1,1,0,0,1,00000015,00000101,000003c5,0000001c,00000018,00000008,00000010
982,982,0,1,1,0,0,1,00000015,00000101,000003c6,0000001c,00000018,00000008,00000010
983,983,0,1,1,0,0,1,00000015,00000102,000003c7,0000001c,00000018,00000008,00000010
984,984,0,1,1,0,0,1,00000015,00000102,000003c8,0000001c,00000018,00000008,00000010
985,985,0,1,1,0,0,1,00000015,00000102,000003c9,0000001c,00000018,00000008,00000010
986,986,0,1,1,0,0,1,00000015,00000102,000003ca,0000001c,00000018,00000008,00000010
987,987,0,1,1,0,0,1,00000015,00000103,000003cb,0000001c,00000018,00000008,00000010
988,988,0,1,1,0,0,1,00000015,00000103,000003cc,0000001c,00000018,00000008,00000010
989,989,0,1,1,0,0,1,00000015,00000103,000003cd,0000001c,00000018,00000008,00000010
990,990,0,1,1,0,0,1,00000015,00000104,000003ce,0000001c,00000018,00000008,00000010
991,991,0,1,1,0,0,1,00000015,00000104,000003cf,0000001c,00000018,00000008,00000010
992,992,0,1,1,0,0,1,00000015,00000104,000003d0,0000001c,00000018,00000008,00000010
993,993,0,1,1,0,0,1,00000015,00000104,000003d1,0000001c,00000018,00000008,00000010
994,994,0,1,1,0,0,1,00000015,00000105,000003d2,0000001c,00000018,00000008,00000010
995,995,0,1,1,0,0,1,00000015,00000105,000003d3,0000001c,00000018,00000008,00000010
996,996,0,1,1,0,0,1,00000015,00000105,000003d4,0000001c,00000018,00000008,00000010
997,997,0,1,1,0,0,1,00000015,00000106,000003d5,0000001c,00000018,00000008,00000010
998,998,0,1,1,0,0,1,00000015,00000106,000003d6,0000001c,00000018,00000008,00000010
999,999,0,1,1,0,0,1,00000015,00000106,000003d7,0000001c,00000018,00000008,00000010
1000,1000,0,1,1,0,0,1,00000015,00000106,000003d8,0000001c,00000018,00000008,00000010
1001,1001,0,1,1,0,0,1,00000015,00000107,000003d9,0000001c,00000018,00000008,00000010
1002,1002,0,1,1,0,0,1,00000015,00000107,000003da,0000001c,00000018,00000008,00000010
1003,1003,0,1,1,0,0,1,00000015,00000107,000003db,0000001c,00000018,00000008,00000010
1004,1004,0,1,1,0,0,1,00000015,00000108,000003dc,0000001c,00000018,00000008,00000010
1005,1005,0,1,1,0,0,1,00000015,00000108,000003dd,0000001c,00000018,00000008,00000010
1006,1006,0,1,1,0,0,1,00000015,00000108,000003de,0000001c,00000018,00000008,00000010
1007,1007,0,1,1,0,0,1,00000015,00000108,000003df,0000001c,00000018,00000008,00000010
1008,1008,0,1,1,0,0,1,00000015,00000109,000003e0,0000001c,00000018,00000008,00000010
1009,1009,0,1,1,0,0,1,00000015,00000109,000003e1,0000001c,00000018,00000008,00000010
1010,1010,0,1,1,0,0,1,00000015,00000109,000003e2,0000001c,00000018,00000008,00000010
1011,1011,0,1,1,0,0,1,00000015,0000010a,000003e3,0000001c,00000018,00000008,00000010
1012,1012,0,1,1,0,0,1,00000015,0000010a,000003e4,0000001c,00000018,00000008,00000010
1013,1013,0,1,1,0,0,1,00000015,0000010a,000003e5,0000001c,00000018,00000008,00000010
1014,1014,0,1,1,0,0,1,00000015,0000010a,000003e6,0000001c,00000018,00000008,00000010
1015,1015,0,1,1,0,0,1,00000015,0000010b,000003e7,0000001c,00000018,00000008,00000010
1016,1016,0,1,1,0,0,1,00000015,0000010b,000003e8,0000001c,00000018,00000008,00000010
1017,1017,0,1,1,0,0,1,00000015,0000010b,000003e9,0000001c,00000018,00000008,00000010
1018,1018,0,1,1,0,0,1,00000015,0000010c,000003ea,0000001c,00000018,00000008,00000010
1019,1019,0,1,1,0,0,1,00000015,0000010c,000003eb,0000001c,00000018,00000008,00000010
1020,1020,0,1,1,0,0,1,00000015,0000010c,000003ec,0000001c,00000018,00000008,00000010
1021,1021,0,1,1,0,0,1,00000015,0000010c,000003ed,0000001c,00000018,00000008,00000010
1022,1022,0,1,1,0,0,1,00000015,0000010d,000003ee,0000001c,00000018,00000008,00000010
1023,1023,0,1,1,0,0,1,00000015,0000010d,000003ef,0000001c,00000018,00000008,00000010
